"Region";"Type";"Date";"Variable";"Value"
"09 Aust-Agder";"02 Brukte eneboliger";2001;"Kvadratmeterpris (kr)";8752
"09 Aust-Agder";"02 Brukte eneboliger";2001;"Endring i prosent fra foregående år";0
"09 Aust-Agder";"02 Brukte eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";72
"09 Aust-Agder";"02 Brukte eneboliger";2002;"Kvadratmeterpris (kr)";9338
"09 Aust-Agder";"02 Brukte eneboliger";2002;"Endring i prosent fra foregående år";6,7
"09 Aust-Agder";"02 Brukte eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";73,4
"09 Aust-Agder";"02 Brukte eneboliger";2003;"Kvadratmeterpris (kr)";9246
"09 Aust-Agder";"02 Brukte eneboliger";2003;"Endring i prosent fra foregående år";-1
"09 Aust-Agder";"02 Brukte eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";67,5
"09 Aust-Agder";"02 Brukte eneboliger";2004;"Kvadratmeterpris (kr)";9776
"09 Aust-Agder";"02 Brukte eneboliger";2004;"Endring i prosent fra foregående år";5,7
"09 Aust-Agder";"02 Brukte eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";75,4
"09 Aust-Agder";"02 Brukte eneboliger";2005;"Kvadratmeterpris (kr)";10424
"09 Aust-Agder";"02 Brukte eneboliger";2005;"Endring i prosent fra foregående år";6,6
"09 Aust-Agder";"02 Brukte eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";74
"09 Aust-Agder";"02 Brukte eneboliger";2006;"Kvadratmeterpris (kr)";11550
"09 Aust-Agder";"02 Brukte eneboliger";2006;"Endring i prosent fra foregående år";10,8
"09 Aust-Agder";"02 Brukte eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";81,8
"09 Aust-Agder";"02 Brukte eneboliger";2007;"Kvadratmeterpris (kr)";13666
"09 Aust-Agder";"02 Brukte eneboliger";2007;"Endring i prosent fra foregående år";18,3
"09 Aust-Agder";"02 Brukte eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";81,8
"09 Aust-Agder";"02 Brukte eneboliger";2008;"Kvadratmeterpris (kr)";13903
"09 Aust-Agder";"02 Brukte eneboliger";2008;"Endring i prosent fra foregående år";1,7
"09 Aust-Agder";"02 Brukte eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";76,4
"09 Aust-Agder";"02 Brukte eneboliger";2009;"Kvadratmeterpris (kr)";15133
"09 Aust-Agder";"02 Brukte eneboliger";2009;"Endring i prosent fra foregående år";8,8
"09 Aust-Agder";"02 Brukte eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";77,2
"09 Aust-Agder";"02 Brukte eneboliger";2010;"Kvadratmeterpris (kr)";16056
"09 Aust-Agder";"02 Brukte eneboliger";2010;"Endring i prosent fra foregående år";6,1
"09 Aust-Agder";"02 Brukte eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";73,5
"09 Aust-Agder";"02 Brukte eneboliger";2011;"Kvadratmeterpris (kr)";16941
"09 Aust-Agder";"02 Brukte eneboliger";2011;"Endring i prosent fra foregående år";5,5
"09 Aust-Agder";"02 Brukte eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";71,3
"09 Aust-Agder";"02 Brukte eneboliger";2012;"Kvadratmeterpris (kr)";17579
"09 Aust-Agder";"02 Brukte eneboliger";2012;"Endring i prosent fra foregående år";3,8
"09 Aust-Agder";"02 Brukte eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";70,7
"09 Aust-Agder";"02 Brukte eneboliger";2013;"Kvadratmeterpris (kr)";17239
"09 Aust-Agder";"02 Brukte eneboliger";2013;"Endring i prosent fra foregående år";-1,9
"09 Aust-Agder";"02 Brukte eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";67,6
"09 Aust-Agder";"02 Brukte eneboliger";2014;"Kvadratmeterpris (kr)";17820
"09 Aust-Agder";"02 Brukte eneboliger";2014;"Endring i prosent fra foregående år";3,4
"09 Aust-Agder";"02 Brukte eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";63,7
"09 Aust-Agder";"02 Brukte eneboliger";2015;"Kvadratmeterpris (kr)";17813
"09 Aust-Agder";"02 Brukte eneboliger";2015;"Endring i prosent fra foregående år";0
"09 Aust-Agder";"02 Brukte eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";63,8
"10 Vest-Agder";"01 Nye eneboliger";1999;"Kvadratmeterpris (kr)";7430
"10 Vest-Agder";"01 Nye eneboliger";1999;"Endring i prosent fra foregående år";0
"10 Vest-Agder";"01 Nye eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";120,3
"10 Vest-Agder";"01 Nye eneboliger";2000;"Kvadratmeterpris (kr)";8311
"10 Vest-Agder";"01 Nye eneboliger";2000;"Endring i prosent fra foregående år";11,9
"10 Vest-Agder";"01 Nye eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";124,6
"10 Vest-Agder";"01 Nye eneboliger";2001;"Kvadratmeterpris (kr)";12140
"10 Vest-Agder";"01 Nye eneboliger";2001;"Endring i prosent fra foregående år";0
"10 Vest-Agder";"01 Nye eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";126,1
"10 Vest-Agder";"01 Nye eneboliger";2002;"Kvadratmeterpris (kr)";13206
"10 Vest-Agder";"01 Nye eneboliger";2002;"Endring i prosent fra foregående år";8,8
"10 Vest-Agder";"01 Nye eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";140,1
"10 Vest-Agder";"01 Nye eneboliger";2003;"Kvadratmeterpris (kr)";13230
"10 Vest-Agder";"01 Nye eneboliger";2003;"Endring i prosent fra foregående år";0,2
"10 Vest-Agder";"01 Nye eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";138,7
"10 Vest-Agder";"01 Nye eneboliger";2004;"Kvadratmeterpris (kr)";13961
"10 Vest-Agder";"01 Nye eneboliger";2004;"Endring i prosent fra foregående år";5,5
"10 Vest-Agder";"01 Nye eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";131
"10 Vest-Agder";"01 Nye eneboliger";2005;"Kvadratmeterpris (kr)";14469
"10 Vest-Agder";"01 Nye eneboliger";2005;"Endring i prosent fra foregående år";3,6
"10 Vest-Agder";"01 Nye eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";120,9
"10 Vest-Agder";"01 Nye eneboliger";2006;"Kvadratmeterpris (kr)";15185
"10 Vest-Agder";"01 Nye eneboliger";2006;"Endring i prosent fra foregående år";4,9
"10 Vest-Agder";"01 Nye eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";109,6
"10 Vest-Agder";"01 Nye eneboliger";2007;"Kvadratmeterpris (kr)";17565
"10 Vest-Agder";"01 Nye eneboliger";2007;"Endring i prosent fra foregående år";15,7
"10 Vest-Agder";"01 Nye eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";109,5
"10 Vest-Agder";"01 Nye eneboliger";2008;"Kvadratmeterpris (kr)";20474
"10 Vest-Agder";"01 Nye eneboliger";2008;"Endring i prosent fra foregående år";16,6
"10 Vest-Agder";"01 Nye eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";122,6
"10 Vest-Agder";"01 Nye eneboliger";2009;"Kvadratmeterpris (kr)";21743
"10 Vest-Agder";"01 Nye eneboliger";2009;"Endring i prosent fra foregående år";6,2
"10 Vest-Agder";"01 Nye eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";129,7
"10 Vest-Agder";"01 Nye eneboliger";2010;"Kvadratmeterpris (kr)";22206
"10 Vest-Agder";"01 Nye eneboliger";2010;"Endring i prosent fra foregående år";2,1
"10 Vest-Agder";"01 Nye eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";124,6
"10 Vest-Agder";"01 Nye eneboliger";2011;"Kvadratmeterpris (kr)";24084
"10 Vest-Agder";"01 Nye eneboliger";2011;"Endring i prosent fra foregående år";8,5
"10 Vest-Agder";"01 Nye eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";128,6
"10 Vest-Agder";"01 Nye eneboliger";2012;"Kvadratmeterpris (kr)";28804
"10 Vest-Agder";"01 Nye eneboliger";2012;"Endring i prosent fra foregående år";19,6
"10 Vest-Agder";"01 Nye eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";152,7
"10 Vest-Agder";"01 Nye eneboliger";2013;"Kvadratmeterpris (kr)";27515
"10 Vest-Agder";"01 Nye eneboliger";2013;"Endring i prosent fra foregående år";-4,5
"10 Vest-Agder";"01 Nye eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";147,4
"10 Vest-Agder";"01 Nye eneboliger";2014;"Kvadratmeterpris (kr)";28866
"10 Vest-Agder";"01 Nye eneboliger";2014;"Endring i prosent fra foregående år";4,9
"10 Vest-Agder";"01 Nye eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";152,7
"10 Vest-Agder";"01 Nye eneboliger";2015;"Kvadratmeterpris (kr)";28285
"10 Vest-Agder";"01 Nye eneboliger";2015;"Endring i prosent fra foregående år";-2
"10 Vest-Agder";"01 Nye eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";145,1
"10 Vest-Agder";"02 Brukte eneboliger";1999;"Kvadratmeterpris (kr)";6174
"10 Vest-Agder";"02 Brukte eneboliger";1999;"Endring i prosent fra foregående år";0
"10 Vest-Agder";"02 Brukte eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";83,1
"10 Vest-Agder";"02 Brukte eneboliger";2000;"Kvadratmeterpris (kr)";6670
"10 Vest-Agder";"02 Brukte eneboliger";2000;"Endring i prosent fra foregående år";8
"10 Vest-Agder";"02 Brukte eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";80,3
"10 Vest-Agder";"02 Brukte eneboliger";2001;"Kvadratmeterpris (kr)";9629
"10 Vest-Agder";"02 Brukte eneboliger";2001;"Endring i prosent fra foregående år";0
"10 Vest-Agder";"02 Brukte eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";79,3
"10 Vest-Agder";"02 Brukte eneboliger";2002;"Kvadratmeterpris (kr)";9429
"10 Vest-Agder";"02 Brukte eneboliger";2002;"Endring i prosent fra foregående år";-2,1
"10 Vest-Agder";"02 Brukte eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";71,4
"10 Vest-Agder";"02 Brukte eneboliger";2003;"Kvadratmeterpris (kr)";9538
"10 Vest-Agder";"02 Brukte eneboliger";2003;"Endring i prosent fra foregående år";1,2
"10 Vest-Agder";"02 Brukte eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";72,1
"10 Vest-Agder";"02 Brukte eneboliger";2004;"Kvadratmeterpris (kr)";10659
"10 Vest-Agder";"02 Brukte eneboliger";2004;"Endring i prosent fra foregående år";11,8
"10 Vest-Agder";"02 Brukte eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";76,3
"10 Vest-Agder";"02 Brukte eneboliger";2005;"Kvadratmeterpris (kr)";11972
"10 Vest-Agder";"02 Brukte eneboliger";2005;"Endring i prosent fra foregående år";12,3
"10 Vest-Agder";"02 Brukte eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";82,7
"10 Vest-Agder";"02 Brukte eneboliger";2006;"Kvadratmeterpris (kr)";13850
"10 Vest-Agder";"02 Brukte eneboliger";2006;"Endring i prosent fra foregående år";15,7
"10 Vest-Agder";"02 Brukte eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";91,2
"10 Vest-Agder";"02 Brukte eneboliger";2007;"Kvadratmeterpris (kr)";16035
"10 Vest-Agder";"02 Brukte eneboliger";2007;"Endring i prosent fra foregående år";15,8
"10 Vest-Agder";"02 Brukte eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";91,3
"10 Vest-Agder";"02 Brukte eneboliger";2008;"Kvadratmeterpris (kr)";16699
"10 Vest-Agder";"02 Brukte eneboliger";2008;"Endring i prosent fra foregående år";4,1
"10 Vest-Agder";"02 Brukte eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";81,6
"10 Vest-Agder";"02 Brukte eneboliger";2009;"Kvadratmeterpris (kr)";16762
"10 Vest-Agder";"02 Brukte eneboliger";2009;"Endring i prosent fra foregående år";0,4
"10 Vest-Agder";"02 Brukte eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";77,1
"10 Vest-Agder";"02 Brukte eneboliger";2010;"Kvadratmeterpris (kr)";17826
"10 Vest-Agder";"02 Brukte eneboliger";2010;"Endring i prosent fra foregående år";6,3
"10 Vest-Agder";"02 Brukte eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";80,3
"10 Vest-Agder";"02 Brukte eneboliger";2011;"Kvadratmeterpris (kr)";18733
"10 Vest-Agder";"02 Brukte eneboliger";2011;"Endring i prosent fra foregående år";5,1
"10 Vest-Agder";"02 Brukte eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";77,8
"10 Vest-Agder";"02 Brukte eneboliger";2012;"Kvadratmeterpris (kr)";18857
"10 Vest-Agder";"02 Brukte eneboliger";2012;"Endring i prosent fra foregående år";0,7
"10 Vest-Agder";"02 Brukte eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";65,5
"10 Vest-Agder";"02 Brukte eneboliger";2013;"Kvadratmeterpris (kr)";18669
"10 Vest-Agder";"02 Brukte eneboliger";2013;"Endring i prosent fra foregående år";-1
"10 Vest-Agder";"02 Brukte eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";67,9
"10 Vest-Agder";"02 Brukte eneboliger";2014;"Kvadratmeterpris (kr)";18898
"10 Vest-Agder";"02 Brukte eneboliger";2014;"Endring i prosent fra foregående år";1,2
"10 Vest-Agder";"02 Brukte eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";65,5
"10 Vest-Agder";"02 Brukte eneboliger";2015;"Kvadratmeterpris (kr)";19494
"10 Vest-Agder";"02 Brukte eneboliger";2015;"Endring i prosent fra foregående år";3,2
"10 Vest-Agder";"02 Brukte eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";68,9
"11 Rogaland";"01 Nye eneboliger";1999;"Kvadratmeterpris (kr)";7547
"11 Rogaland";"01 Nye eneboliger";1999;"Endring i prosent fra foregående år";0
"11 Rogaland";"01 Nye eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";104,1
"11 Rogaland";"01 Nye eneboliger";2000;"Kvadratmeterpris (kr)";8359
"11 Rogaland";"01 Nye eneboliger";2000;"Endring i prosent fra foregående år";10,8
"11 Rogaland";"01 Nye eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";106,7
"11 Rogaland";"01 Nye eneboliger";2001;"Kvadratmeterpris (kr)";11482
"11 Rogaland";"01 Nye eneboliger";2001;"Endring i prosent fra foregående år";0
"11 Rogaland";"01 Nye eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";118,5
"11 Rogaland";"01 Nye eneboliger";2002;"Kvadratmeterpris (kr)";12395
"11 Rogaland";"01 Nye eneboliger";2002;"Endring i prosent fra foregående år";8
"11 Rogaland";"01 Nye eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";118,8
"11 Rogaland";"01 Nye eneboliger";2003;"Kvadratmeterpris (kr)";13180
"11 Rogaland";"01 Nye eneboliger";2003;"Endring i prosent fra foregående år";6,3
"11 Rogaland";"01 Nye eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";120,4
"11 Rogaland";"01 Nye eneboliger";2004;"Kvadratmeterpris (kr)";14426
"11 Rogaland";"01 Nye eneboliger";2004;"Endring i prosent fra foregående år";9,5
"11 Rogaland";"01 Nye eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";120,7
"11 Rogaland";"01 Nye eneboliger";2005;"Kvadratmeterpris (kr)";15318
"11 Rogaland";"01 Nye eneboliger";2005;"Endring i prosent fra foregående år";6,2
"11 Rogaland";"01 Nye eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";116,7
"11 Rogaland";"01 Nye eneboliger";2006;"Kvadratmeterpris (kr)";16776
"11 Rogaland";"01 Nye eneboliger";2006;"Endring i prosent fra foregående år";9,5
"11 Rogaland";"01 Nye eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";105,1
"11 Rogaland";"01 Nye eneboliger";2007;"Kvadratmeterpris (kr)";19825
"11 Rogaland";"01 Nye eneboliger";2007;"Endring i prosent fra foregående år";18,2
"11 Rogaland";"01 Nye eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";104,6
"11 Rogaland";"01 Nye eneboliger";2008;"Kvadratmeterpris (kr)";21673
"11 Rogaland";"01 Nye eneboliger";2008;"Endring i prosent fra foregående år";9,3
"11 Rogaland";"01 Nye eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";111,4
"11 Rogaland";"01 Nye eneboliger";2009;"Kvadratmeterpris (kr)";24073
"11 Rogaland";"01 Nye eneboliger";2009;"Endring i prosent fra foregående år";11,1
"11 Rogaland";"01 Nye eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";125,2
"11 Rogaland";"01 Nye eneboliger";2010;"Kvadratmeterpris (kr)";24690
"11 Rogaland";"01 Nye eneboliger";2010;"Endring i prosent fra foregående år";2,6
"11 Rogaland";"01 Nye eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";116,9
"11 Rogaland";"01 Nye eneboliger";2011;"Kvadratmeterpris (kr)";27708
"11 Rogaland";"01 Nye eneboliger";2011;"Endring i prosent fra foregående år";12,2
"11 Rogaland";"01 Nye eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";121,6
"11 Rogaland";"01 Nye eneboliger";2012;"Kvadratmeterpris (kr)";30959
"11 Rogaland";"01 Nye eneboliger";2012;"Endring i prosent fra foregående år";11,7
"11 Rogaland";"01 Nye eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";126,6
"11 Rogaland";"01 Nye eneboliger";2013;"Kvadratmeterpris (kr)";31020
"11 Rogaland";"01 Nye eneboliger";2013;"Endring i prosent fra foregående år";0,2
"11 Rogaland";"01 Nye eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";123,6
"11 Rogaland";"01 Nye eneboliger";2014;"Kvadratmeterpris (kr)";31247
"11 Rogaland";"01 Nye eneboliger";2014;"Endring i prosent fra foregående år";0,7
"11 Rogaland";"01 Nye eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";125,7
"11 Rogaland";"01 Nye eneboliger";2015;"Kvadratmeterpris (kr)";34001
"11 Rogaland";"01 Nye eneboliger";2015;"Endring i prosent fra foregående år";8,8
"11 Rogaland";"01 Nye eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";143,4
"11 Rogaland";"02 Brukte eneboliger";1999;"Kvadratmeterpris (kr)";7253
"11 Rogaland";"02 Brukte eneboliger";1999;"Endring i prosent fra foregående år";0
"11 Rogaland";"02 Brukte eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";96,1
"11 Rogaland";"02 Brukte eneboliger";2000;"Kvadratmeterpris (kr)";7835
"11 Rogaland";"02 Brukte eneboliger";2000;"Endring i prosent fra foregående år";8
"11 Rogaland";"02 Brukte eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";93,7
"11 Rogaland";"02 Brukte eneboliger";2001;"Kvadratmeterpris (kr)";9691
"11 Rogaland";"02 Brukte eneboliger";2001;"Endring i prosent fra foregående år";0
"11 Rogaland";"02 Brukte eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";84,4
"11 Rogaland";"02 Brukte eneboliger";2002;"Kvadratmeterpris (kr)";10436
"11 Rogaland";"02 Brukte eneboliger";2002;"Endring i prosent fra foregående år";7,7
"11 Rogaland";"02 Brukte eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";84,2
"11 Rogaland";"02 Brukte eneboliger";2003;"Kvadratmeterpris (kr)";10948
"11 Rogaland";"02 Brukte eneboliger";2003;"Endring i prosent fra foregående år";4,9
"11 Rogaland";"02 Brukte eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";83,1
"11 Rogaland";"02 Brukte eneboliger";2004;"Kvadratmeterpris (kr)";11948
"11 Rogaland";"02 Brukte eneboliger";2004;"Endring i prosent fra foregående år";9,1
"11 Rogaland";"02 Brukte eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";82,8
"11 Rogaland";"02 Brukte eneboliger";2005;"Kvadratmeterpris (kr)";13129
"11 Rogaland";"02 Brukte eneboliger";2005;"Endring i prosent fra foregående år";9,9
"11 Rogaland";"02 Brukte eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";85,7
"11 Rogaland";"02 Brukte eneboliger";2006;"Kvadratmeterpris (kr)";15957
"11 Rogaland";"02 Brukte eneboliger";2006;"Endring i prosent fra foregående år";21,5
"11 Rogaland";"02 Brukte eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";95,1
"11 Rogaland";"02 Brukte eneboliger";2007;"Kvadratmeterpris (kr)";18955
"11 Rogaland";"02 Brukte eneboliger";2007;"Endring i prosent fra foregående år";18,8
"11 Rogaland";"02 Brukte eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";95,6
"11 Rogaland";"02 Brukte eneboliger";2008;"Kvadratmeterpris (kr)";19461
"11 Rogaland";"02 Brukte eneboliger";2008;"Endring i prosent fra foregående år";2,7
"11 Rogaland";"02 Brukte eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";89,8
"11 Rogaland";"02 Brukte eneboliger";2009;"Kvadratmeterpris (kr)";19228
"11 Rogaland";"02 Brukte eneboliger";2009;"Endring i prosent fra foregående år";-1,2
"11 Rogaland";"02 Brukte eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";79,9
"11 Rogaland";"02 Brukte eneboliger";2010;"Kvadratmeterpris (kr)";21125
"11 Rogaland";"02 Brukte eneboliger";2010;"Endring i prosent fra foregående år";9
"11 Rogaland";"02 Brukte eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";85,6
"11 Rogaland";"02 Brukte eneboliger";2011;"Kvadratmeterpris (kr)";22783
"11 Rogaland";"02 Brukte eneboliger";2011;"Endring i prosent fra foregående år";7,8
"11 Rogaland";"02 Brukte eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";82,2
"11 Rogaland";"02 Brukte eneboliger";2012;"Kvadratmeterpris (kr)";24453
"11 Rogaland";"02 Brukte eneboliger";2012;"Endring i prosent fra foregående år";7,3
"11 Rogaland";"02 Brukte eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";79
"11 Rogaland";"02 Brukte eneboliger";2013;"Kvadratmeterpris (kr)";25097
"11 Rogaland";"02 Brukte eneboliger";2013;"Endring i prosent fra foregående år";2,6
"11 Rogaland";"02 Brukte eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";80,9
"11 Rogaland";"02 Brukte eneboliger";2014;"Kvadratmeterpris (kr)";24863
"11 Rogaland";"02 Brukte eneboliger";2014;"Endring i prosent fra foregående år";-0,9
"11 Rogaland";"02 Brukte eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";79,6
"11 Rogaland";"02 Brukte eneboliger";2015;"Kvadratmeterpris (kr)";23710
"11 Rogaland";"02 Brukte eneboliger";2015;"Endring i prosent fra foregående år";-4,6
"11 Rogaland";"02 Brukte eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";69,7
"12 Hordaland";"01 Nye eneboliger";1999;"Kvadratmeterpris (kr)";7318
"12 Hordaland";"01 Nye eneboliger";1999;"Endring i prosent fra foregående år";0
"12 Hordaland";"01 Nye eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";112,2
"12 Hordaland";"01 Nye eneboliger";2000;"Kvadratmeterpris (kr)";8311
"12 Hordaland";"01 Nye eneboliger";2000;"Endring i prosent fra foregående år";13,6
"12 Hordaland";"01 Nye eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";109,6
"12 Hordaland";"01 Nye eneboliger";2001;"Kvadratmeterpris (kr)";12080
"12 Hordaland";"01 Nye eneboliger";2001;"Endring i prosent fra foregående år";0
"12 Hordaland";"01 Nye eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";117,3
"12 Hordaland";"01 Nye eneboliger";2002;"Kvadratmeterpris (kr)";12899
"12 Hordaland";"01 Nye eneboliger";2002;"Endring i prosent fra foregående år";6,8
"12 Hordaland";"01 Nye eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";112,4
"12 Hordaland";"01 Nye eneboliger";2003;"Kvadratmeterpris (kr)";13318
"12 Hordaland";"01 Nye eneboliger";2003;"Endring i prosent fra foregående år";3,2
"12 Hordaland";"01 Nye eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";111,4
"12 Hordaland";"01 Nye eneboliger";2004;"Kvadratmeterpris (kr)";13637
"12 Hordaland";"01 Nye eneboliger";2004;"Endring i prosent fra foregående år";2,4
"12 Hordaland";"01 Nye eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";99,6
"12 Hordaland";"01 Nye eneboliger";2005;"Kvadratmeterpris (kr)";14864
"12 Hordaland";"01 Nye eneboliger";2005;"Endring i prosent fra foregående år";9
"12 Hordaland";"01 Nye eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";97,5
"12 Hordaland";"01 Nye eneboliger";2006;"Kvadratmeterpris (kr)";16420
"12 Hordaland";"01 Nye eneboliger";2006;"Endring i prosent fra foregående år";10,5
"12 Hordaland";"01 Nye eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";92,6
"12 Hordaland";"01 Nye eneboliger";2007;"Kvadratmeterpris (kr)";18384
"12 Hordaland";"01 Nye eneboliger";2007;"Endring i prosent fra foregående år";12
"12 Hordaland";"01 Nye eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";92,4
"12 Hordaland";"01 Nye eneboliger";2008;"Kvadratmeterpris (kr)";20546
"12 Hordaland";"01 Nye eneboliger";2008;"Endring i prosent fra foregående år";11,8
"12 Hordaland";"01 Nye eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";110,6
"12 Hordaland";"01 Nye eneboliger";2009;"Kvadratmeterpris (kr)";21910
"12 Hordaland";"01 Nye eneboliger";2009;"Endring i prosent fra foregående år";6,6
"12 Hordaland";"01 Nye eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";117,9
